ID,System,Alarm,Timestamp,Duration
276,System overview [276],Grid alarm: Grid lost,2023-10-17 21:54:38,"3h, 7m, 10s"
276,System overview [276],Grid alarm: Grid lost,2023-10-12 01:41:35,"2m, 22s"
276,System overview [276],Grid alarm: Grid lost,2023-10-10 01:33:43,"3m, 21s"
276,System overview [276],Grid alarm: Grid lost,2023-10-09 14:40:24,"4m, 42s"
276,System overview [276],Grid alarm: Grid lost,2023-10-08 14:59:29,18s
276,System overview [276],Grid alarm: Grid lost,2023-10-07 09:16:16,"4h, 14m, 57s"
276,System overview [276],Grid alarm: Grid lost,2023-10-05 09:33:33,"2m, 49s"
276,System overview [276],Grid alarm: Grid lost,2023-10-03 09:44:14,"8h, 48m, 1s"
276,System overview [276],Grid alarm: Grid lost,2023-09-30 12:53:47,"32m, 22s"
276,System overview [276],Grid alarm: Grid lost,2023-09-29 21:56:21,37s
276,System overview [276],Grid alarm: Grid lost,2023-09-26 22:39:39,"11h, 4m, 8s"
276,System overview [276],Grid alarm: Grid lost,2023-09-26 16:47:25,47s
276,System overview [276],Grid alarm: Grid lost,2023-09-26 03:30:43,"14m, 26s"
276,System overview [276],Grid alarm: Grid lost,2023-09-25 16:15:38,"3h, 1m, 4s"
276,System overview [276],Grid alarm: Grid lost,2023-09-23 16:08:53,"1m, 45s"
276,System overview [276],Grid alarm: Grid lost,2023-09-22 16:03:48,"2m, 18s"
276,System overview [276],Grid alarm: Grid lost,2023-09-22 04:44:01,"1m, 51s"
276,System overview [276],Grid alarm: Grid lost,2023-09-21 23:34:35,"2m, 25s"
276,System overview [276],Grid alarm: Grid lost,2023-09-20 13:53:40,19s
276,System overview [276],Grid alarm: Grid lost,2023-09-17 14:46:37,"2m, 8s"
276,System overview [276],Grid alarm: Grid lost,2023-09-15 13:41:50,"6m, 43s"
276,System overview [276],Grid alarm: Grid lost,2023-09-14 10:11:06,"2m, 4s"
276,System overview [276],Grid alarm: Grid lost,2023-09-14 02:15:09,"1m, 55s"
276,System overview [276],Grid alarm: Grid lost,2023-09-13 15:35:47,"2m, 15s"
276,System overview [276],Grid alarm: Grid lost,2023-09-13 03:00:35,"1m, 27s"
276,System overview [276],Grid alarm: Grid lost,2023-09-10 18:05:31,"2m, 16s"
276,System overview [276],Grid alarm: Grid lost,2023-09-09 23:16:46,"2m, 3s"
276,System overview [276],Grid alarm: Grid lost,2023-09-08 18:43:24,"2m, 1s"
276,System overview [276],Grid alarm: Grid lost,2023-09-08 00:23:56,2m
276,System overview [276],Grid alarm: Grid lost,2023-09-06 23:40:33,"3m, 25s"
276,System overview [276],Grid alarm: Grid lost,2023-09-06 23:25:39,"2m, 5s"
276,System overview [276],Grid alarm: Grid lost,2023-09-06 06:15:14,"1h, 47m, 3s"
276,System overview [276],Grid alarm: Grid lost,2023-09-05 01:07:25,"51m, 45s"
276,System overview [276],Grid alarm: Grid lost,2023-09-04 20:22:16,"2m, 21s"
276,System overview [276],Grid alarm: Grid lost,2023-09-02 13:54:11,"2m, 22s"
276,System overview [276],Grid alarm: Grid lost,2023-09-01 04:41:34,"2m, 8s"
276,System overview [276],Grid alarm: Grid lost,2023-08-31 23:48:50,"3h, 29m, 38s"
276,System overview [276],Grid alarm: Grid lost,2023-08-31 12:04:28,"2m, 18s"
276,System overview [276],Grid alarm: Grid lost,2023-08-30 07:42:10,"2m, 21s"
276,System overview [276],Grid alarm: Grid lost,2023-08-30 03:33:16,"2m, 21s"
276,System overview [276],Grid alarm: Grid lost,2023-08-29 21:37:38,"2m, 7s"
276,System overview [276],Grid alarm: Grid lost,2023-08-27 17:21:58,"2m, 12s"
276,System overview [276],Grid alarm: Grid lost,2023-08-26 22:06:44,"2m, 11s"
276,System overview [276],Grid alarm: Grid lost,2023-08-26 19:12:26,"3m, 9s"
276,System overview [276],Grid alarm: Grid lost,2023-08-26 14:17:15,"14m, 16s"
276,System overview [276],Grid alarm: Grid lost,2023-08-26 04:22:24,"2m, 11s"
276,System overview [276],Grid alarm: Grid lost,2023-08-25 22:35:33,"1m, 59s"
276,System overview [276],Grid alarm: Grid lost,2023-08-24 13:54:59,"1h, 36m, 30s"
276,System overview [276],Grid alarm: Grid lost,2023-08-24 11:05:45,"1h, 46m, 27s"
276,System overview [276],Grid alarm: Grid lost,2023-08-23 15:29:00,"1m, 21s"
276,System overview [276],Grid alarm: Grid lost,2023-08-23 15:26:08,"2m, 6s"
276,System overview [276],Grid alarm: Grid lost,2023-08-23 14:59:54,58s
276,System overview [276],Grid alarm: Grid lost,2023-08-22 09:47:45,"6h, 46m, 37s"
276,System overview [276],Grid alarm: Grid lost,2023-08-21 22:17:38,"4h, 4m, 9s"
